transaction_id,customer_id,account_id,timestamp,amount,currency,channel,transaction_type,merchant_category,city,is_fraud,fraud_type,status,masked_card,is_near_dup,dup_type
TXN00007768,CUST001170,ACC0002206,2024-08-30 12:28:38,215.44,SAR,POS,DEBIT,RETAIL,Medina,0,LEGITIMATE,COMPLETED,****-****-****-9247,True,NEAR_DUPLICATE
TXN00023083,CUST001190,ACC0008396,2024-05-31 22:44:10,89.13,SAR,MOBILE,DEBIT,FUEL,Jeddah,0,LEGITIMATE,FAILED,****-****-****-5382,True,NEAR_DUPLICATE
TXN00015526,CUST001212,ACC0005782,2024-04-10 14:37:45,229.15,USD,ATM,DEBIT,UNKNOWN,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-5555,True,NEAR_DUPLICATE
TXN00050076,CUST001218,ACC0008118,2024-02-26 05:36:20,2227.95573,SAR,POS,DEBIT,FUEL,Tabuk,1,IDENTITY_THEFT,BLOCKED,****-****-****-4623,True,NEAR_DUPLICATE
TXN00028565,CUST001227,ACC0000783,2024-04-18 15:05:02,8.35,SAR,ONLINE,DEBIT,UNKNOWN,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-2751,True,NEAR_DUPLICATE
TXN00002954,CUST001257,ACC0008167,2024-07-13 21:01:01,755.54,USD,POS,CREDIT,ELECTRONICS,Tabuk,0,LEGITIMATE,COMPLETED,****-****-****-9141,True,NEAR_DUPLICATE
TXN00050159,CUST001268,ACC0004888,2024-04-02 13:53:53,1039.60857,SAR,ONLINE,DEBIT,GAMBLING,Tabuk,0,LEGITIMATE,COMPLETED,****-****-****-7224,True,NEAR_DUPLICATE
TXN00050017,CUST001270,ACC0008822,2024-02-20 01:08:35,1465.60414,SAR,ONLINE,DEBIT,ELECTRONICS,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-8563,True,NEAR_DUPLICATE
TXN00031945,CUST001326,ACC0008414,2024-03-05 05:34:18,144385.4,SAR,POS,DEBIT,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-1747,True,NEAR_DUPLICATE
TXN00034329,CUST001348,ACC0008186,2024-09-05 10:50:57,95.34,USD,,DEBIT,GAMBLING,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-4998,True,NEAR_DUPLICATE
TXN00050060,CUST001354,ACC0007267,2024-11-02 11:52:10,286.35607,SAR,ONLINE,TRANSFER,UNKNOWN,Medina,0,LEGITIMATE,COMPLETED,****-****-****-8709,True,NEAR_DUPLICATE
TXN00003122,CUST001382,ACC0007670,2024-04-14 14:28:14,181.25,SAR,POS,CASH_WITHDRAWAL,FOOD,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-2052,True,NEAR_DUPLICATE
TXN00032139,CUST001383,ACC0003498,2024-10-30 02:36:34,1663.06,AED,BRANCH,CREDIT,FUEL,Tabuk,0,LEGITIMATE,COMPLETED,****-****-****-3684,True,NEAR_DUPLICATE
TXN00048141,CUST001407,ACC0004733,2024-04-13 23:47:55,1542.17,SAR,POS,DEBIT,FUEL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-9579,True,NEAR_DUPLICATE
TXN00035745,CUST001417,ACC0004557,2024-01-09 04:41:47,64.52,SAR,ATM,CASH_WITHDRAWAL,GAMBLING,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-3049,True,NEAR_DUPLICATE
TXN00050042,CUST001419,ACC0006334,2024-05-14 19:37:14,446.07562999999993,SAR,MOBILE,REFUND,TRAVEL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-5790,True,NEAR_DUPLICATE
TXN00003625,CUST001438,ACC0003435,2024-11-17 20:33:46,9.02,SAR,POS,DEBIT,FOOD,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-5425,True,NEAR_DUPLICATE
TXN00048093,CUST001441,ACC0008238,2024-11-16 01:46:49,388.6,USD,POS,REFUND,RETAIL,Khobar,0,LEGITIMATE,COMPLETED,****-****-****-4194,True,NEAR_DUPLICATE
TXN00050164,CUST001446,ACC0002203,2024-01-22 22:14:56,1856.22437,EUR,POS,DEBIT,FUEL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-5414,True,NEAR_DUPLICATE
TXN00023937,CUST001450,ACC0004853,2024-06-07 08:52:53,226.45,SAR,ONLINE,DEBIT,TRAVEL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-1821,True,NEAR_DUPLICATE
TXN00024797,CUST001451,ACC0000760,2024-10-06 17:38:43,29.1,SAR,MOBILE,TRANSFER,FOOD,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-4500,True,NEAR_DUPLICATE
TXN00007607,CUST001468,ACC0005529,2024-11-23 08:42:45,1054.31,EUR,ATM,CREDIT,UNKNOWN,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-8537,True,NEAR_DUPLICATE
TXN00045420,CUST001470,ACC0000763,2024-06-12 16:31:43,783.47,USD,ONLINE,TRANSFER,TRAVEL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-9627,True,NEAR_DUPLICATE
TXN00012817,CUST001470,ACC0005592,2024-08-01 08:55:47,3120.53,SAR,MOBILE,CREDIT,ELECTRONICS,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-1723,True,NEAR_DUPLICATE
TXN00024516,CUST001478,ACC0002703,2024-12-20 16:08:08,971.88,SAR,POS,CREDIT,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-8623,True,NEAR_DUPLICATE
TXN00050231,CUST001483,ACC0002695,2024-10-07 16:58:02,61.48141999999999,SAR,ATM,DEBIT,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-7518,True,NEAR_DUPLICATE
TXN00047719,CUST001484,ACC0003765,2024-06-05 23:22:56,12.61,SAR,POS,DEBIT,RETAIL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-7631,True,NEAR_DUPLICATE
TXN00046658,CUST001485,ACC0004244,2024-07-02 09:35:49,232.02,SAR,POS,TRANSFER,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-1346,True,NEAR_DUPLICATE
TXN00050248,CUST001488,ACC0008846,2024-08-24 05:08:08,2969.24628,SAR,ONLINE,TRANSFER,FOOD,Riyadh,0,LEGITIMATE,PENDING,****-****-****-7580,True,NEAR_DUPLICATE
TXN00012667,CUST001491,ACC0000495,2024-12-25 08:52:06,689.72,SAR,MOBILE,DEBIT,FUEL,Khobar,0,LEGITIMATE,COMPLETED,****-****-****-5137,True,NEAR_DUPLICATE
TXN00049355,CUST001506,ACC0000172,2024-04-02 23:30:28,318.05,SAR,ONLINE,TRANSFER,ELECTRONICS,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-8353,True,NEAR_DUPLICATE
TXN00030026,CUST001522,ACC0008715,2024-04-18 15:03:01,648.25,SAR,POS,TRANSFER,FOOD,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-6269,True,NEAR_DUPLICATE
TXN00040853,CUST001524,ACC0000887,2024-04-15 06:20:50,1036.5,SAR,ONLINE,CASH_WITHDRAWAL,FUEL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-3053,True,NEAR_DUPLICATE
TXN00050056,CUST001541,ACC0009880,2024-05-31 22:54:06,290.41011999999995,EUR,POS,DEBIT,UNKNOWN,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-2004,True,NEAR_DUPLICATE
TXN00008533,CUST001545,ACC0001517,2024-08-15 08:37:18,937.49,EUR,ONLINE,REFUND,GAMBLING,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-3194,True,NEAR_DUPLICATE
TXN00007871,CUST001549,ACC0006144,2024-03-12 13:13:14,1753.37,SAR,MOBILE,CREDIT,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-6286,True,NEAR_DUPLICATE
TXN00025574,CUST001563,ACC0005947,2024-06-07 20:29:10,780.16,EUR,POS,CREDIT,FUEL,Khobar,0,LEGITIMATE,COMPLETED,****-****-****-6577,True,NEAR_DUPLICATE
TXN00039414,CUST001577,ACC0006858,2024-05-09 16:07:51,1011.47,SAR,POS,DEBIT,ELECTRONICS,Medina,0,LEGITIMATE,COMPLETED,****-****-****-7649,True,NEAR_DUPLICATE
TXN00022002,CUST001582,ACC0002799,2024-02-10 09:47:23,1279.19,SAR,,REFUND,TRAVEL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-8636,True,NEAR_DUPLICATE
TXN00023975,CUST001583,ACC0000889,2024-12-14 14:31:06,923.28,USD,POS,TRANSFER,ELECTRONICS,Khobar,0,LEGITIMATE,COMPLETED,****-****-****-1847,True,NEAR_DUPLICATE
TXN00029959,CUST001607,ACC0009936,2024-08-22 01:02:30,153.35,SAR,POS,CREDIT,ELECTRONICS,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-3832,True,NEAR_DUPLICATE
TXN00050043,CUST001607,ACC0005962,2024-09-22 14:33:33,445.10466,USD,POS,CASH_WITHDRAWAL,UNKNOWN,Riyadh,0,LEGITIMATE,PENDING,****-****-****-5385,True,NEAR_DUPLICATE
TXN00027427,CUST001612,ACC0006140,2024-11-13 03:18:38,614.58,SAR,ONLINE,CASH_WITHDRAWAL,ELECTRONICS,Medina,0,LEGITIMATE,COMPLETED,****-****-****-5946,True,NEAR_DUPLICATE
TXN00018337,CUST001637,ACC0003643,2024-05-07 08:31:50,217.5,SAR,MOBILE,TRANSFER,RETAIL,Medina,0,LEGITIMATE,pending,****-****-****-8374,True,NEAR_DUPLICATE
TXN00015300,CUST001655,ACC0005581,2024-03-06 09:29:08,4785.36,,POS,DEBIT,TRAVEL,Jeddah,0,LEGITIMATE,PENDING,****-****-****-1696,True,NEAR_DUPLICATE
TXN00030171,CUST001658,ACC0005629,2024-03-23 12:58:28,10.09,SAR,MOBILE,TRANSFER,FUEL,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-8003,True,NEAR_DUPLICATE
TXN00050217,CUST001664,ACC0001661,2024-05-21 10:20:22,120.79067,,MOBILE,TRANSFER,RETAIL,Riyadh,1,IDENTITY_THEFT,REVERSED,****-****-****-4487,True,NEAR_DUPLICATE
TXN00012367,CUST001668,ACC0003795,2024-07-23 21:00:57,2054.87,SAR,MOBILE,REFUND,FUEL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-7888,True,NEAR_DUPLICATE
TXN00018751,CUST001686,ACC0000122,2024-11-04 15:02:41,1938.13,SAR,ATM,TRANSFER,RETAIL,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-5355,True,NEAR_DUPLICATE
TXN00025368,CUST001698,ACC0002607,2024-08-08 03:37:09,421.85,SAR,POS,TRANSFER,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-8379,True,NEAR_DUPLICATE
TXN00015057,CUST001699,ACC0003300,2024-10-29 10:45:30,980.01,SAR,ATM,DEBIT,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-3180,True,NEAR_DUPLICATE
TXN00034743,CUST001704,ACC0003865,2024-07-17 20:19:22,78.49,SAR,POS,DEBIT,RETAIL,Jeddah,0,LEGITIMATE,FAILED,****-****-****-4877,True,NEAR_DUPLICATE
TXN00045285,CUST001710,ACC0007608,2024-04-19 00:28:07,1541.23,SAR,MOBILE,TRANSFER,TRAVEL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-3050,True,NEAR_DUPLICATE
TXN00014094,CUST001726,ACC0001059,2024-02-20 20:55:54,506.03,SAR,BRANCH,DEBIT,FOOD,,0,LEGITIMATE,COMPLETED,****-****-****-1315,True,NEAR_DUPLICATE
TXN00024581,CUST001745,ACC0000387,2024-05-20 18:06:38,324.61,SAR,ONLINE,CREDIT,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-5918,True,NEAR_DUPLICATE
TXN00037757,CUST001753,ACC0004481,2024-11-12 08:24:28,1048.22,EUR,POS,CREDIT,ELECTRONICS,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-8222,True,NEAR_DUPLICATE
TXN00050096,CUST001754,ACC0000127,2024-06-20 09:19:05,1781.3395599999997,USD,POS,DEBIT,ELECTRONICS,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-7625,True,NEAR_DUPLICATE
TXN00006242,CUST001756,ACC0005954,2024-12-07 16:11:20,1384.2,SAR,ATM,TRANSFER,UNKNOWN,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-6901,True,NEAR_DUPLICATE
TXN00045712,CUST001780,ACC0002184,2024-06-02 08:18:51,3.73,USD,MOBILE,TRANSFER,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-3429,True,NEAR_DUPLICATE
TXN00018962,CUST001781,ACC0006840,2024-01-16 06:24:16,1078.79,SAR,ATM,DEBIT,FUEL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-6397,True,NEAR_DUPLICATE
TXN00033802,CUST001788,ACC0003648,2024-10-23 19:20:25,102.4,SAR,ONLINE,DEBIT,FUEL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-3608,True,NEAR_DUPLICATE
TXN00040683,CUST001789,ACC0006406,2024-01-11 23:23:04,299.15,SAR,POS,CREDIT,ELECTRONICS,,0,LEGITIMATE,COMPLETED,****-****-****-1273,True,NEAR_DUPLICATE
TXN00050057,CUST001789,ACC0003061,2024-10-28 13:21:48,1245.72448,EUR,BRANCH,CREDIT,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-4786,True,NEAR_DUPLICATE
TXN00049796,CUST001793,ACC0007736,2024-07-14 10:04:22,426330.64,SAR,POS,DEBIT,FOOD,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-4581,True,NEAR_DUPLICATE
TXN00031970,CUST001809,ACC0007687,2024-03-09 09:26:50,336.97,SAR,POS,CREDIT,FUEL,Medina,0,LEGITIMATE,COMPLETED,****-****-****-4465,True,NEAR_DUPLICATE
TXN00005764,CUST001829,ACC0003375,2024-06-13 13:56:42,797.47,SAR,ATM,CREDIT,FOOD,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-4321,True,NEAR_DUPLICATE
TXN00042961,CUST001835,ACC0001961,2024-09-09 20:24:11,145.52,SAR,BRANCH,TRANSFER,FOOD,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-5310,True,NEAR_DUPLICATE
TXN00050121,CUST001848,ACC0001440,2024-08-19 09:50:12,97.50740999999998,SAR,MOBILE,TRANSFER,FUEL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-4546,True,NEAR_DUPLICATE
TXN00034959,CUST001855,ACC0003000,2024-10-26 17:14:09,770.9,SAR,POS,DEBIT,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-7070,True,NEAR_DUPLICATE
TXN00050016,CUST001861,ACC0007421,2024-05-20 15:26:52,115.93581999999998,USD,BRANCH,REFUND,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-5183,True,NEAR_DUPLICATE
TXN00007343,CUST001865,ACC0009469,2024-08-16 01:21:38,1010.17,SAR,ONLINE,TRANSFER,TRAVEL,Unknown,0,LEGITIMATE,COMPLETED,****-****-****-5914,True,NEAR_DUPLICATE
TXN00038945,CUST001870,ACC0002392,2024-02-19 12:08:48,813.29,SAR,MOBILE,TRANSFER,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-6828,True,NEAR_DUPLICATE
TXN00026677,CUST001900,ACC0003921,2024-04-26 09:43:08,244.11,SAR,ONLINE,REFUND,FUEL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-6874,True,NEAR_DUPLICATE
TXN00015276,CUST001905,ACC0008500,2024-07-21 13:36:27,1054.4,SAR,POS,DEBIT,ELECTRONICS,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-3416,True,NEAR_DUPLICATE
TXN00000090,CUST001908,ACC0002914,2024-08-01 14:19:04,1732.78,SAR,POS,CASH_WITHDRAWAL,UNKNOWN,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-3856,True,NEAR_DUPLICATE
TXN00003518,CUST001908,ACC0007625,2024-09-25 02:20:14,530.5,SAR,POS,DEBIT,TRAVEL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-2882,True,NEAR_DUPLICATE
TXN00037353,CUST001918,ACC0007921,2024-10-28 11:15:37,220.01,SAR,MOBILE,CREDIT,ELECTRONICS,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-9620,True,NEAR_DUPLICATE
TXN00014511,CUST001959,ACC0008740,2024-11-05 20:24:27,2240.53,SAR,MOBILE,CASH_WITHDRAWAL,RETAIL,Medina,0,LEGITIMATE,COMPLETED,****-****-****-4614,True,NEAR_DUPLICATE
TXN00048812,CUST001962,ACC0009966,2024-10-22 16:34:38,310.39,SAR,ONLINE,DEBIT,FUEL,Tabuk,0,LEGITIMATE,COMPLETED,****-****-****-8397,True,NEAR_DUPLICATE
TXN00003387,CUST001985,ACC0003435,2024-06-06 10:27:51,224.19,SAR,POS,REFUND,TRAVEL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-1691,True,NEAR_DUPLICATE
TXN00048653,CUST002003,ACC0004334,2024-06-23 05:01:20,1763.88,SAR,,TRANSFER,RETAIL,Jeddah,0,LEGITIMATE,FAILED,****-****-****-2810,True,NEAR_DUPLICATE
TXN00050173,CUST002004,ACC0006962,2024-12-01 12:47:27,1586.02444,USD,MOBILE,DEBIT,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-7052,True,NEAR_DUPLICATE
TXN00041785,CUST002010,ACC0004668,2024-04-16 20:10:38,889.24,SAR,ONLINE,TRANSFER,UNKNOWN,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-9009,True,NEAR_DUPLICATE
TXN00024163,CUST002017,ACC0007932,2024-09-05 00:05:36,298.21,SAR,MOBILE,CASH_WITHDRAWAL,RETAIL,Khobar,0,LEGITIMATE,COMPLETED,****-****-****-1733,True,NEAR_DUPLICATE
TXN00012197,CUST002029,ACC0000081,2024-08-12 07:05:13,108.04,SAR,MOBILE,DEBIT,UNKNOWN,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-1157,True,NEAR_DUPLICATE
TXN00050117,CUST002037,ACC0008895,2024-04-15 22:32:56,65.18512,SAR,ONLINE,CREDIT,ELECTRONICS,Khobar,0,LEGITIMATE,COMPLETED,****-****-****-1171,True,NEAR_DUPLICATE
TXN00050182,CUST002040,ACC0005547,2024-07-07 10:58:49,1552.6611099999998,SAR,ONLINE,CREDIT,FUEL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-6925,True,NEAR_DUPLICATE
TXN00005824,CUST002045,ACC0005922,2024-12-02 08:03:58,223.66,SAR,ONLINE,CREDIT,ELECTRONICS,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-3362,True,NEAR_DUPLICATE
TXN00027942,CUST002089,ACC0006674,2024-01-30 13:52:50,732.21,EUR,ONLINE,DEBIT,UNKNOWN,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-1319,True,NEAR_DUPLICATE
TXN00027000,CUST002091,ACC0000525,2024-12-16 12:42:09,1120.2,SAR,ATM,TRANSFER,CRYPTO,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-7651,True,NEAR_DUPLICATE
TXN00042217,CUST002108,ACC0001463,2024-09-19 00:07:20,680.94,SAR,POS,CREDIT,FOOD,Tabuk,0,LEGITIMATE,COMPLETED,****-****-****-2830,True,NEAR_DUPLICATE
TXN00044263,CUST002113,ACC0001794,2024-05-19 01:30:02,1853.11,SAR,MOBILE,DEBIT,RETAIL,,0,LEGITIMATE,COMPLETED,****-****-****-2608,True,NEAR_DUPLICATE
TXN00050018,CUST002142,ACC0005329,2024-11-08 02:49:32,43.53349,AED,ATM,CASH_WITHDRAWAL,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-6416,True,NEAR_DUPLICATE
TXN00012690,CUST002145,ACC0008949,2024-07-13 11:42:16,101.59,SAR,POS,TRANSFER,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-8219,True,NEAR_DUPLICATE
TXN00005965,CUST002157,ACC0005965,2024-01-18 06:59:35,576.0,SAR,POS,DEBIT,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-9351,True,NEAR_DUPLICATE
TXN00032777,CUST002183,ACC0002416,2024-07-10 01:12:05,1087.57,SAR,MOBILE,TRANSFER,FUEL,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-6830,True,NEAR_DUPLICATE
TXN00050015,CUST002195,ACC0005384,2024-01-20 21:56:16,980.0090299999998,EUR,BRANCH,TRANSFER,TRAVEL,Medina,0,LEGITIMATE,COMPLETED,****-****-****-6666,True,NEAR_DUPLICATE
TXN00039541,CUST002198,ACC0003551,2024-08-08 04:08:35,703.21,SAR,ATM,DEBIT,UNKNOWN,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-7287,True,NEAR_DUPLICATE
TXN00034025,CUST002201,ACC0008871,2024-08-18 09:54:03,915.83,EUR,ONLINE,CASH_WITHDRAWAL,,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-4872,True,NEAR_DUPLICATE
TXN00039206,CUST002201,ACC0002560,2024-09-17 14:54:33,619.52,SAR,POS,DEBIT,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-9808,True,NEAR_DUPLICATE
TXN00021392,CUST002207,ACC0000431,2024-07-24 22:58:31,2771.34,USD,ATM,CASH_WITHDRAWAL,RETAIL,Tabuk,0,LEGITIMATE,COMPLETED,****-****-****-2682,True,NEAR_DUPLICATE
TXN00042346,CUST002207,ACC0003396,2024-12-23 11:18:06,985.94,SAR,ATM,DEBIT,ELECTRONICS,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-9665,True,NEAR_DUPLICATE
TXN00017471,CUST002227,ACC0003745,2024-02-26 21:37:32,2041.63,SAR,MOBILE,DEBIT,RETAIL,Riyadh,1,INSIDER_FRAUD,BLOCKED,****-****-****-9050,True,NEAR_DUPLICATE
TXN00021068,CUST002237,ACC0000619,2024-02-23 15:12:54,2331.59,SAR,POS,CREDIT,RETAIL,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-2866,True,NEAR_DUPLICATE
TXN00014963,CUST002257,ACC0000225,2024-10-14 23:52:26,48.55,SAR,MOBILE,TRANSFER,UNKNOWN,Unknown,0,LEGITIMATE,COMPLETED,****-****-****-6297,True,NEAR_DUPLICATE
TXN00009001,CUST002261,ACC0008165,2024-10-31 13:57:52,172.15,SAR,MOBILE,CREDIT,FUEL,,0,LEGITIMATE,COMPLETED,****-****-****-6741,True,NEAR_DUPLICATE
TXN00022582,CUST002262,ACC0007837,2024-02-05 01:59:58,858.32,SAR,MOBILE,CASH_WITHDRAWAL,FOOD,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-8131,True,NEAR_DUPLICATE
TXN00038376,CUST002265,ACC0004530,2024-12-14 17:31:33,66.42,SAR,ONLINE,TRANSFER,ELECTRONICS,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-2792,True,NEAR_DUPLICATE
TXN00050240,CUST002267,ACC0007307,2024-03-25 01:05:27,324.96464,SAR,POS,CREDIT,UNKNOWN,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-3086,True,NEAR_DUPLICATE
TXN00026250,CUST002273,ACC0009699,2024-01-03 20:00:38,2246.84,SAR,POS,CREDIT,RETAIL,Riyadh,0,LEGITIMATE,FAILED,****-****-****-1041,True,NEAR_DUPLICATE
TXN00025052,CUST002275,ACC0008663,2024-12-18 16:04:36,64.56,GBP,ONLINE,DEBIT,ELECTRONICS,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-1119,True,NEAR_DUPLICATE
TXN00026325,CUST002282,ACC0008953,2024-08-07 09:26:18,715.69,SAR,MOBILE,TRANSFER,UNKNOWN,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-7928,True,NEAR_DUPLICATE
TXN00039250,CUST002291,ACC0007477,2024-01-22 09:22:47,2697.06,SAR,ONLINE,DEBIT,ELECTRONICS,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-1808,True,NEAR_DUPLICATE
TXN00022573,CUST002295,ACC0001150,2024-09-08 20:36:21,213.84,SAR,ONLINE,DEBIT,GAMBLING,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-9768,True,NEAR_DUPLICATE
TXN00050116,CUST002297,ACC0002237,2024-04-28 11:15:19,890.5196299999999,SAR,ONLINE,CREDIT,ELECTRONICS,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-5194,True,NEAR_DUPLICATE
TXN00041694,CUST002319,ACC0009000,2024-02-20 13:32:35,413.03,GBP,MOBILE,CREDIT,GAMBLING,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-6151,True,NEAR_DUPLICATE
TXN00019244,CUST002322,ACC0009665,2024-11-11 05:26:45,224.17,SAR,ONLINE,CREDIT,RETAIL,,0,LEGITIMATE,COMPLETED,****-****-****-7974,True,NEAR_DUPLICATE
TXN00008035,CUST002331,ACC0008732,2024-05-15 03:56:06,1346.46,SAR,MOBILE,REFUND,UNKNOWN,Tabuk,0,LEGITIMATE,COMPLETED,****-****-****-5680,True,NEAR_DUPLICATE
TXN00018445,CUST002336,ACC0003726,2024-06-30 20:08:39,2.63,SAR,ONLINE,CASH_WITHDRAWAL,RETAIL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-4019,True,NEAR_DUPLICATE
TXN00002853,CUST002344,ACC0001426,2024-07-22 16:23:24,711.57,SAR,ATM,DEBIT,ELECTRONICS,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-1778,True,NEAR_DUPLICATE
TXN00027933,CUST002357,ACC0003200,2024-06-28 11:03:39,497.57,SAR,ONLINE,CREDIT,RETAIL,Medina,0,LEGITIMATE,COMPLETED,****-****-****-4706,True,NEAR_DUPLICATE
TXN00002736,CUST002361,ACC0008398,2024-03-28 06:44:40,1175.26,SAR,MOBILE,DEBIT,ELECTRONICS,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-5819,True,NEAR_DUPLICATE
TXN00003279,CUST002365,ACC0002737,2024-10-09 11:08:36,157.26,SAR,POS,CASH_WITHDRAWAL,RETAIL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-4255,True,NEAR_DUPLICATE
TXN00025410,CUST002373,ACC0009238,2024-08-18 13:37:18,159.9,SAR,ONLINE,CASH_WITHDRAWAL,TRAVEL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-9427,True,NEAR_DUPLICATE
TXN00018948,CUST002374,ACC0000236,2024-12-02 20:58:53,69.77,SAR,ONLINE,CREDIT,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-6758,True,NEAR_DUPLICATE
TXN00035563,CUST002375,ACC0005642,2024-06-06 11:23:28,21.07,SAR,MOBILE,CASH_WITHDRAWAL,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-9873,True,NEAR_DUPLICATE
TXN00038805,CUST002383,ACC0000883,2024-06-14 04:55:51,118.19,SAR,ONLINE,CREDIT,FUEL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-2732,True,NEAR_DUPLICATE
TXN00015888,CUST002384,ACC0005853,2024-07-19 02:55:22,93.79,SAR,POS,TRANSFER,,Jeddah,1,CARD_NOT_PRESENT,UNDER_REVIEW,****-****-****-8830,True,NEAR_DUPLICATE
TXN00009730,CUST002399,ACC0005057,2024-03-29 02:25:50,171.47,SAR,ATM,TRANSFER,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-5230,True,NEAR_DUPLICATE
