transaction_id,amount_valid,currency_valid,channel_valid,status_valid,timestamp_valid
TXN00012737,FAIL,PASS,PASS,PASS,PASS
TXN00022885,PASS,PASS,FAIL,PASS,PASS
TXN00018411,PASS,PASS,FAIL,PASS,PASS
TXN00044328,PASS,FAIL,PASS,PASS,PASS
TXN00025293,PASS,FAIL,PASS,PASS,PASS
TXN00023933,PASS,PASS,FAIL,PASS,PASS
TXN00015400,PASS,FAIL,PASS,PASS,PASS
TXN00049685,PASS,PASS,FAIL,PASS,PASS
TXN00042005,PASS,PASS,FAIL,PASS,PASS
TXN00003530,PASS,PASS,FAIL,PASS,PASS
TXN00040772,PASS,FAIL,PASS,PASS,PASS
TXN00007061,PASS,PASS,FAIL,PASS,PASS
TXN00008315,PASS,FAIL,PASS,PASS,PASS
TXN00016205,PASS,PASS,FAIL,PASS,PASS
TXN00042999,PASS,PASS,FAIL,PASS,PASS
TXN00011380,PASS,PASS,FAIL,PASS,PASS
TXN00032022,PASS,FAIL,PASS,PASS,PASS
TXN00034668,PASS,PASS,FAIL,PASS,PASS
TXN00044116,PASS,FAIL,PASS,PASS,PASS
TXN00007576,PASS,FAIL,PASS,PASS,PASS
TXN00041187,PASS,PASS,FAIL,PASS,PASS
TXN00016032,PASS,PASS,FAIL,PASS,PASS
TXN00048070,PASS,PASS,FAIL,PASS,PASS
TXN00041153,PASS,FAIL,PASS,PASS,PASS
TXN00029500,PASS,PASS,FAIL,PASS,PASS
TXN00029787,PASS,FAIL,PASS,PASS,PASS
TXN00028341,PASS,FAIL,PASS,PASS,PASS
TXN00002490,PASS,PASS,FAIL,PASS,PASS
TXN00022345,PASS,PASS,FAIL,PASS,PASS
TXN00014981,PASS,FAIL,PASS,PASS,PASS
TXN00028954,PASS,FAIL,PASS,PASS,PASS
TXN00045148,PASS,PASS,FAIL,PASS,PASS
TXN00042636,PASS,FAIL,PASS,PASS,PASS
TXN00008003,PASS,PASS,FAIL,PASS,PASS
TXN00016947,PASS,FAIL,PASS,PASS,PASS
TXN00048790,FAIL,PASS,PASS,PASS,PASS
TXN00038129,PASS,FAIL,PASS,PASS,PASS
TXN00048469,PASS,PASS,FAIL,PASS,PASS
TXN00009062,PASS,FAIL,PASS,PASS,PASS
TXN00015608,FAIL,PASS,PASS,PASS,PASS
TXN00042796,PASS,PASS,FAIL,PASS,PASS
TXN00037041,PASS,PASS,FAIL,PASS,PASS
TXN00014675,PASS,FAIL,PASS,PASS,PASS
TXN00014675,PASS,FAIL,PASS,PASS,PASS
TXN00017749,PASS,FAIL,PASS,PASS,PASS
TXN00044518,PASS,PASS,FAIL,PASS,PASS
TXN00002389,PASS,FAIL,PASS,PASS,PASS
TXN00010444,PASS,FAIL,PASS,PASS,PASS
TXN00000115,PASS,FAIL,PASS,PASS,PASS
TXN00046837,PASS,PASS,FAIL,PASS,PASS
TXN00026283,PASS,FAIL,PASS,PASS,PASS
TXN00048176,PASS,FAIL,PASS,PASS,PASS
TXN00005445,PASS,FAIL,FAIL,PASS,PASS
TXN00034011,PASS,FAIL,PASS,PASS,PASS
TXN00046132,PASS,PASS,FAIL,PASS,PASS
TXN00046132,PASS,PASS,FAIL,PASS,PASS
TXN00038655,PASS,PASS,FAIL,PASS,PASS
TXN00024545,PASS,FAIL,PASS,PASS,PASS
TXN00034793,PASS,PASS,FAIL,PASS,PASS
TXN00036733,PASS,FAIL,PASS,PASS,PASS
TXN00002823,PASS,FAIL,PASS,PASS,PASS
TXN00022712,PASS,FAIL,PASS,PASS,PASS
TXN00047938,FAIL,PASS,PASS,PASS,PASS
TXN00034479,PASS,FAIL,PASS,PASS,PASS
TXN00035493,PASS,PASS,FAIL,PASS,PASS
TXN00017253,FAIL,PASS,PASS,PASS,PASS
TXN00048404,PASS,FAIL,PASS,PASS,PASS
TXN00034621,PASS,FAIL,PASS,PASS,PASS
TXN00026033,PASS,FAIL,PASS,PASS,PASS
TXN00010490,PASS,PASS,FAIL,PASS,PASS
TXN00023291,PASS,FAIL,PASS,PASS,PASS
TXN00012583,PASS,PASS,FAIL,PASS,PASS
TXN00045585,PASS,FAIL,PASS,PASS,PASS
TXN00012678,PASS,PASS,FAIL,PASS,PASS
TXN00026541,PASS,FAIL,PASS,PASS,PASS
TXN00019751,PASS,PASS,FAIL,PASS,PASS
TXN00037625,PASS,FAIL,PASS,PASS,PASS
TXN00011080,PASS,FAIL,PASS,PASS,PASS
TXN00024819,PASS,PASS,FAIL,PASS,PASS
TXN00036909,PASS,PASS,FAIL,PASS,PASS
TXN00007553,PASS,FAIL,PASS,PASS,PASS
TXN00008831,PASS,FAIL,PASS,PASS,PASS
TXN00041317,PASS,FAIL,PASS,PASS,PASS
TXN00045903,PASS,PASS,FAIL,PASS,PASS
TXN00042290,PASS,FAIL,PASS,PASS,PASS
TXN00013065,PASS,PASS,FAIL,PASS,PASS
TXN00015300,PASS,FAIL,PASS,PASS,PASS
TXN00015300,PASS,FAIL,PASS,PASS,PASS
TXN00014384,PASS,PASS,FAIL,PASS,PASS
TXN00044310,PASS,FAIL,PASS,PASS,PASS
TXN00039839,PASS,FAIL,PASS,PASS,PASS
TXN00041506,PASS,PASS,FAIL,PASS,PASS
TXN00000275,PASS,PASS,FAIL,PASS,PASS
TXN00009178,PASS,FAIL,PASS,PASS,PASS
TXN00043944,PASS,FAIL,PASS,PASS,PASS
TXN00008477,PASS,PASS,FAIL,PASS,PASS
TXN00002591,PASS,PASS,FAIL,PASS,PASS
TXN00015752,PASS,PASS,FAIL,PASS,PASS
TXN00006038,PASS,PASS,FAIL,PASS,PASS
TXN00042581,PASS,PASS,FAIL,PASS,PASS
TXN00005006,PASS,PASS,FAIL,PASS,PASS
TXN00027828,PASS,FAIL,PASS,PASS,PASS
TXN00009530,PASS,PASS,FAIL,PASS,PASS
TXN00042621,PASS,PASS,FAIL,PASS,PASS
TXN00019397,PASS,PASS,FAIL,PASS,PASS
TXN00011651,PASS,PASS,FAIL,PASS,PASS
TXN00010754,PASS,PASS,FAIL,PASS,PASS
TXN00024229,FAIL,PASS,PASS,PASS,PASS
TXN00046126,PASS,FAIL,PASS,PASS,PASS
TXN00031249,PASS,FAIL,PASS,PASS,PASS
TXN00033875,PASS,FAIL,PASS,PASS,PASS
TXN00017717,PASS,FAIL,PASS,PASS,PASS
TXN00028664,PASS,PASS,FAIL,PASS,PASS
TXN00042919,PASS,PASS,FAIL,PASS,PASS
TXN00017977,PASS,FAIL,PASS,PASS,PASS
TXN00005828,PASS,PASS,FAIL,PASS,PASS
TXN00005383,PASS,FAIL,PASS,PASS,PASS
TXN00037607,PASS,FAIL,PASS,PASS,PASS
TXN00020103,PASS,PASS,FAIL,PASS,PASS
TXN00012935,PASS,PASS,FAIL,PASS,PASS
TXN00038030,FAIL,PASS,PASS,PASS,PASS
TXN00026687,PASS,FAIL,PASS,PASS,PASS
TXN00028490,PASS,FAIL,PASS,PASS,PASS
TXN00036482,PASS,FAIL,PASS,PASS,PASS
TXN00002025,PASS,PASS,FAIL,PASS,PASS
TXN00030290,PASS,FAIL,PASS,PASS,PASS
TXN00028757,PASS,FAIL,PASS,PASS,PASS
TXN00014823,PASS,PASS,FAIL,PASS,PASS
TXN00033892,FAIL,PASS,PASS,PASS,PASS
TXN00033212,PASS,PASS,FAIL,PASS,PASS
TXN00016869,PASS,PASS,FAIL,PASS,PASS
TXN00045235,PASS,PASS,FAIL,PASS,PASS
TXN00010826,PASS,FAIL,PASS,PASS,PASS
TXN00003746,FAIL,PASS,PASS,PASS,PASS
TXN00004608,PASS,PASS,FAIL,PASS,PASS
TXN00030212,PASS,FAIL,PASS,PASS,PASS
TXN00000854,PASS,PASS,FAIL,PASS,PASS
TXN00040941,PASS,FAIL,PASS,PASS,PASS
TXN00047114,PASS,FAIL,PASS,PASS,PASS
TXN00039983,PASS,FAIL,PASS,PASS,PASS
TXN00043967,PASS,FAIL,PASS,PASS,PASS
TXN00030127,PASS,PASS,FAIL,PASS,PASS
TXN00009567,PASS,PASS,FAIL,PASS,PASS
TXN00030119,PASS,FAIL,PASS,PASS,PASS
TXN00046362,PASS,FAIL,PASS,PASS,PASS
TXN00009758,PASS,PASS,FAIL,PASS,PASS
TXN00005227,PASS,FAIL,PASS,PASS,PASS
TXN00040570,PASS,FAIL,PASS,PASS,PASS
TXN00006536,PASS,PASS,FAIL,PASS,PASS
TXN00045859,PASS,FAIL,PASS,PASS,PASS
TXN00045859,PASS,FAIL,PASS,PASS,PASS
TXN00041030,PASS,FAIL,PASS,PASS,PASS
TXN00033049,PASS,PASS,FAIL,PASS,PASS
TXN00014323,PASS,FAIL,PASS,PASS,PASS
TXN00023767,PASS,FAIL,PASS,PASS,PASS
TXN00029573,PASS,FAIL,PASS,PASS,PASS
TXN00008225,PASS,FAIL,PASS,PASS,PASS
TXN00024644,PASS,PASS,FAIL,PASS,PASS
TXN00021762,PASS,FAIL,PASS,PASS,PASS
TXN00049475,PASS,PASS,FAIL,PASS,PASS
TXN00037107,PASS,PASS,FAIL,PASS,PASS
TXN00003931,PASS,FAIL,PASS,PASS,PASS
TXN00025095,PASS,PASS,FAIL,PASS,PASS
TXN00016101,PASS,FAIL,PASS,PASS,PASS
TXN00044804,PASS,FAIL,PASS,PASS,PASS
TXN00005976,PASS,PASS,FAIL,PASS,PASS
TXN00007787,PASS,FAIL,PASS,PASS,PASS
TXN00033164,PASS,PASS,FAIL,PASS,PASS
TXN00021593,PASS,FAIL,PASS,PASS,PASS
TXN00023451,PASS,PASS,FAIL,PASS,PASS
TXN00029549,PASS,PASS,FAIL,PASS,PASS
TXN00025483,PASS,FAIL,PASS,PASS,PASS
TXN00030333,PASS,PASS,FAIL,PASS,PASS
TXN00028243,PASS,PASS,FAIL,PASS,PASS
TXN00047731,PASS,PASS,FAIL,PASS,PASS
TXN00030767,PASS,PASS,FAIL,PASS,PASS
TXN00025428,PASS,PASS,FAIL,PASS,PASS
TXN00007536,PASS,FAIL,PASS,PASS,PASS
TXN00015599,PASS,FAIL,PASS,PASS,PASS
TXN00049907,PASS,FAIL,PASS,PASS,PASS
TXN00044275,PASS,PASS,FAIL,PASS,PASS
TXN00034773,PASS,FAIL,PASS,PASS,PASS
TXN00035860,FAIL,PASS,PASS,PASS,PASS
TXN00000941,PASS,FAIL,PASS,PASS,PASS
TXN00017181,PASS,FAIL,PASS,PASS,PASS
TXN00004840,PASS,FAIL,PASS,PASS,PASS
TXN00026249,PASS,FAIL,PASS,PASS,PASS
TXN00045746,PASS,FAIL,PASS,PASS,PASS
TXN00012989,PASS,PASS,FAIL,PASS,PASS
TXN00018870,PASS,FAIL,PASS,PASS,PASS
TXN00028241,PASS,FAIL,PASS,PASS,PASS
TXN00005937,PASS,PASS,FAIL,PASS,PASS
TXN00009644,PASS,FAIL,PASS,PASS,PASS
TXN00019480,PASS,PASS,FAIL,PASS,PASS
TXN00032372,PASS,FAIL,PASS,PASS,PASS
TXN00011700,PASS,FAIL,PASS,PASS,PASS
TXN00024053,PASS,FAIL,PASS,PASS,PASS
TXN00036607,PASS,FAIL,PASS,PASS,PASS
TXN00008380,PASS,FAIL,PASS,PASS,PASS
TXN00039450,PASS,PASS,FAIL,PASS,PASS
TXN00011341,PASS,PASS,FAIL,PASS,PASS
TXN00030954,PASS,PASS,FAIL,PASS,PASS
TXN00035887,PASS,FAIL,PASS,PASS,PASS
TXN00036968,PASS,FAIL,FAIL,PASS,PASS
TXN00043046,PASS,FAIL,PASS,PASS,PASS
TXN00018994,PASS,FAIL,PASS,PASS,PASS
TXN00037037,PASS,FAIL,PASS,PASS,PASS
TXN00046696,PASS,PASS,FAIL,PASS,PASS
TXN00014800,PASS,FAIL,PASS,PASS,PASS
TXN00007799,PASS,PASS,FAIL,PASS,PASS
TXN00027426,PASS,FAIL,PASS,PASS,PASS
TXN00035864,PASS,PASS,FAIL,PASS,PASS
TXN00038295,PASS,PASS,FAIL,PASS,PASS
TXN00009802,PASS,FAIL,PASS,PASS,PASS
TXN00004313,PASS,FAIL,PASS,PASS,PASS
TXN00010108,PASS,FAIL,PASS,PASS,PASS
TXN00038087,PASS,PASS,FAIL,PASS,PASS
TXN00041963,PASS,FAIL,PASS,PASS,PASS
TXN00002020,PASS,PASS,FAIL,PASS,PASS
TXN00025224,PASS,FAIL,PASS,PASS,PASS
TXN00034696,PASS,PASS,FAIL,PASS,PASS
TXN00038992,PASS,PASS,FAIL,PASS,PASS
TXN00016802,PASS,FAIL,PASS,PASS,PASS
TXN00030224,PASS,FAIL,PASS,PASS,PASS
TXN00011103,PASS,PASS,FAIL,PASS,PASS
TXN00039407,PASS,FAIL,PASS,PASS,PASS
TXN00000241,PASS,PASS,FAIL,PASS,PASS
TXN00046282,PASS,FAIL,PASS,PASS,PASS
TXN00002096,PASS,FAIL,PASS,PASS,PASS
TXN00005899,PASS,PASS,FAIL,PASS,PASS
TXN00015609,PASS,PASS,FAIL,PASS,PASS
TXN00042692,PASS,PASS,FAIL,PASS,PASS
TXN00046499,PASS,FAIL,FAIL,PASS,PASS
TXN00034568,PASS,FAIL,PASS,PASS,PASS
TXN00047412,PASS,FAIL,PASS,PASS,PASS
TXN00042995,PASS,FAIL,PASS,PASS,PASS
TXN00049081,PASS,FAIL,PASS,PASS,PASS
TXN00003709,PASS,PASS,FAIL,PASS,PASS
TXN00046563,PASS,PASS,FAIL,PASS,PASS
TXN00013926,PASS,PASS,FAIL,PASS,PASS
TXN00011639,PASS,PASS,FAIL,PASS,PASS
TXN00004593,PASS,FAIL,PASS,PASS,PASS
TXN00034312,PASS,PASS,FAIL,PASS,PASS
TXN00038264,PASS,FAIL,PASS,PASS,PASS
TXN00026395,PASS,FAIL,PASS,PASS,PASS
TXN00016780,PASS,PASS,FAIL,PASS,PASS
TXN00017021,PASS,PASS,FAIL,PASS,PASS
TXN00003401,PASS,PASS,FAIL,PASS,PASS
TXN00045813,PASS,FAIL,PASS,PASS,PASS
TXN00045054,PASS,PASS,FAIL,PASS,PASS
TXN00030242,PASS,FAIL,PASS,PASS,PASS
TXN00035884,PASS,FAIL,PASS,PASS,PASS
TXN00001527,PASS,PASS,FAIL,PASS,PASS
TXN00015787,PASS,FAIL,PASS,PASS,PASS
TXN00029998,PASS,FAIL,PASS,PASS,PASS
TXN00033993,PASS,PASS,FAIL,PASS,PASS
TXN00002374,PASS,FAIL,PASS,PASS,PASS
TXN00016477,PASS,PASS,FAIL,PASS,PASS
TXN00049182,PASS,FAIL,PASS,PASS,PASS
TXN00011323,PASS,PASS,FAIL,PASS,PASS
TXN00037350,PASS,FAIL,PASS,PASS,PASS
TXN00018058,PASS,PASS,FAIL,PASS,PASS
TXN00005372,PASS,PASS,FAIL,PASS,PASS
TXN00003662,PASS,FAIL,PASS,PASS,PASS
TXN00032313,PASS,FAIL,PASS,PASS,PASS
TXN00002842,PASS,PASS,FAIL,PASS,PASS
TXN00035799,PASS,FAIL,PASS,PASS,PASS
TXN00004930,PASS,FAIL,PASS,PASS,PASS
TXN00021759,PASS,PASS,FAIL,PASS,PASS
TXN00004448,PASS,FAIL,PASS,PASS,PASS
TXN00049734,PASS,FAIL,FAIL,PASS,PASS
TXN00043725,PASS,PASS,FAIL,PASS,PASS
TXN00001952,FAIL,PASS,PASS,PASS,PASS
TXN00012025,PASS,FAIL,PASS,PASS,PASS
TXN00030297,PASS,FAIL,PASS,PASS,PASS
TXN00044801,PASS,FAIL,PASS,PASS,PASS
TXN00020357,PASS,PASS,FAIL,PASS,PASS
TXN00010792,PASS,FAIL,PASS,PASS,PASS
TXN00019703,PASS,FAIL,PASS,PASS,PASS
TXN00028585,PASS,PASS,FAIL,PASS,PASS
TXN00018918,PASS,PASS,FAIL,PASS,PASS
TXN00006465,PASS,PASS,FAIL,PASS,PASS
TXN00004263,PASS,FAIL,PASS,PASS,PASS
TXN00027831,PASS,PASS,FAIL,PASS,PASS
TXN00019708,PASS,FAIL,PASS,PASS,PASS
TXN00032819,PASS,PASS,FAIL,PASS,PASS
TXN00008586,PASS,FAIL,PASS,PASS,PASS
TXN00024250,PASS,FAIL,PASS,PASS,PASS
TXN00011490,FAIL,PASS,PASS,PASS,PASS
TXN00043672,FAIL,PASS,PASS,PASS,PASS
TXN00037320,PASS,PASS,FAIL,PASS,PASS
TXN00039281,PASS,FAIL,PASS,PASS,PASS
TXN00018810,PASS,PASS,FAIL,PASS,PASS
TXN00020082,PASS,FAIL,PASS,PASS,PASS
TXN00027859,PASS,FAIL,PASS,PASS,PASS
TXN00020158,PASS,FAIL,PASS,PASS,PASS
TXN00028026,PASS,FAIL,PASS,PASS,PASS
TXN00036465,PASS,FAIL,PASS,PASS,PASS
TXN00009055,PASS,FAIL,PASS,PASS,PASS
TXN00011049,PASS,PASS,FAIL,PASS,PASS
TXN00008183,PASS,FAIL,PASS,PASS,PASS
TXN00035006,PASS,PASS,FAIL,PASS,PASS
TXN00018942,FAIL,PASS,PASS,PASS,PASS
TXN00005272,PASS,PASS,FAIL,PASS,PASS
TXN00043424,PASS,FAIL,PASS,PASS,PASS
TXN00038199,PASS,PASS,FAIL,PASS,PASS
TXN00043536,PASS,FAIL,PASS,PASS,PASS
TXN00017214,PASS,PASS,FAIL,PASS,PASS
TXN00013385,PASS,PASS,FAIL,PASS,PASS
TXN00045503,PASS,FAIL,PASS,PASS,PASS
TXN00005915,PASS,PASS,FAIL,PASS,PASS
TXN00000112,PASS,FAIL,PASS,PASS,PASS
TXN00014540,PASS,FAIL,PASS,PASS,PASS
TXN00013758,PASS,PASS,FAIL,PASS,PASS
TXN00029485,PASS,FAIL,PASS,PASS,PASS
TXN00001500,PASS,FAIL,PASS,PASS,PASS
TXN00017094,PASS,PASS,FAIL,PASS,PASS
TXN00039256,PASS,PASS,FAIL,PASS,PASS
TXN00025997,PASS,PASS,FAIL,PASS,PASS
TXN00015872,PASS,FAIL,PASS,PASS,PASS
TXN00018163,PASS,PASS,FAIL,PASS,PASS
TXN00038538,FAIL,PASS,PASS,PASS,PASS
TXN00028603,PASS,PASS,FAIL,PASS,PASS
TXN00026216,PASS,FAIL,PASS,PASS,PASS
TXN00005999,PASS,PASS,FAIL,PASS,PASS
TXN00007541,PASS,FAIL,PASS,PASS,PASS
TXN00011882,PASS,FAIL,PASS,PASS,PASS
TXN00001016,PASS,PASS,FAIL,PASS,PASS
TXN00029106,PASS,PASS,FAIL,PASS,PASS
TXN00040797,PASS,PASS,FAIL,PASS,PASS
TXN00011845,PASS,FAIL,PASS,PASS,PASS
TXN00013977,PASS,FAIL,PASS,PASS,PASS
TXN00006984,PASS,FAIL,PASS,PASS,PASS
TXN00032695,PASS,FAIL,PASS,PASS,PASS
TXN00006515,PASS,FAIL,FAIL,PASS,PASS
TXN00019055,PASS,FAIL,PASS,PASS,PASS
TXN00032918,PASS,PASS,FAIL,PASS,PASS
TXN00040394,PASS,FAIL,PASS,PASS,PASS
TXN00039856,PASS,FAIL,PASS,PASS,PASS
TXN00005412,PASS,PASS,FAIL,PASS,PASS
TXN00032404,PASS,FAIL,PASS,PASS,PASS
TXN00012027,PASS,FAIL,PASS,PASS,PASS
TXN00024701,FAIL,PASS,PASS,PASS,PASS
TXN00031473,PASS,PASS,FAIL,PASS,PASS
TXN00011228,PASS,FAIL,PASS,PASS,PASS
TXN00024734,PASS,PASS,FAIL,PASS,PASS
TXN00008365,PASS,FAIL,PASS,PASS,PASS
TXN00036839,PASS,PASS,FAIL,PASS,PASS
TXN00012675,PASS,PASS,FAIL,PASS,PASS
TXN00008514,PASS,PASS,FAIL,PASS,PASS
TXN00023752,PASS,FAIL,PASS,PASS,PASS
TXN00009362,PASS,PASS,FAIL,PASS,PASS
TXN00025701,FAIL,PASS,PASS,PASS,PASS
TXN00014538,PASS,FAIL,PASS,PASS,PASS
TXN00044298,PASS,PASS,FAIL,PASS,PASS
TXN00002932,PASS,PASS,FAIL,PASS,PASS
TXN00049671,PASS,PASS,FAIL,PASS,PASS
TXN00008866,PASS,FAIL,PASS,PASS,PASS
TXN00028863,PASS,FAIL,PASS,PASS,PASS
TXN00025141,PASS,FAIL,PASS,PASS,PASS
TXN00024826,PASS,FAIL,FAIL,PASS,PASS
TXN00045060,PASS,PASS,FAIL,PASS,PASS
TXN00030016,PASS,PASS,FAIL,PASS,PASS
TXN00043449,PASS,FAIL,PASS,PASS,PASS
TXN00029117,PASS,FAIL,PASS,PASS,PASS
TXN00023534,PASS,PASS,FAIL,PASS,PASS
TXN00027109,PASS,FAIL,PASS,PASS,PASS
TXN00035393,FAIL,PASS,PASS,PASS,PASS
TXN00041662,PASS,FAIL,PASS,PASS,PASS
TXN00007929,PASS,PASS,FAIL,PASS,PASS
TXN00032172,PASS,PASS,FAIL,PASS,PASS
TXN00009458,PASS,PASS,FAIL,PASS,PASS
TXN00011371,PASS,FAIL,PASS,PASS,PASS
TXN00032046,PASS,PASS,FAIL,PASS,PASS
TXN00016762,PASS,PASS,FAIL,PASS,PASS
TXN00045239,PASS,FAIL,PASS,PASS,PASS
TXN00018383,PASS,FAIL,PASS,PASS,PASS
TXN00025731,PASS,FAIL,PASS,PASS,PASS
TXN00013268,PASS,FAIL,PASS,PASS,PASS
TXN00034435,PASS,PASS,FAIL,PASS,PASS
TXN00039451,PASS,FAIL,PASS,PASS,PASS
TXN00008723,PASS,PASS,FAIL,PASS,PASS
TXN00020472,PASS,FAIL,PASS,PASS,PASS
TXN00046054,PASS,PASS,FAIL,PASS,PASS
TXN00030778,PASS,FAIL,PASS,PASS,PASS
TXN00037883,PASS,PASS,FAIL,PASS,PASS
TXN00031891,PASS,FAIL,PASS,PASS,PASS
TXN00048783,PASS,PASS,FAIL,PASS,PASS
TXN00013232,PASS,FAIL,PASS,PASS,PASS
TXN00013672,PASS,PASS,FAIL,PASS,PASS
TXN00028239,PASS,FAIL,PASS,PASS,PASS
TXN00005292,PASS,PASS,FAIL,PASS,PASS
TXN00026775,PASS,PASS,FAIL,PASS,PASS
TXN00013731,PASS,FAIL,PASS,PASS,PASS
TXN00037237,PASS,FAIL,PASS,PASS,PASS
TXN00035946,PASS,PASS,FAIL,PASS,PASS
TXN00048131,PASS,PASS,FAIL,PASS,PASS
TXN00036233,PASS,FAIL,PASS,PASS,PASS
TXN00011163,PASS,FAIL,PASS,PASS,PASS
TXN00010542,PASS,PASS,FAIL,PASS,PASS
TXN00025803,PASS,PASS,FAIL,PASS,PASS
TXN00032817,PASS,PASS,FAIL,PASS,PASS
TXN00037595,PASS,PASS,FAIL,PASS,PASS
TXN00037595,PASS,PASS,FAIL,PASS,PASS
TXN00032036,PASS,PASS,FAIL,PASS,PASS
TXN00015830,PASS,PASS,FAIL,PASS,PASS
TXN00001164,PASS,FAIL,PASS,PASS,PASS
TXN00008331,PASS,FAIL,PASS,PASS,PASS
TXN00015201,PASS,PASS,FAIL,PASS,PASS
TXN00012461,PASS,FAIL,PASS,PASS,PASS
TXN00020903,PASS,FAIL,PASS,PASS,PASS
TXN00012988,PASS,FAIL,PASS,PASS,PASS
TXN00025036,PASS,PASS,FAIL,PASS,PASS
TXN00011293,PASS,FAIL,PASS,PASS,PASS
TXN00016855,PASS,FAIL,PASS,PASS,PASS
TXN00016778,PASS,FAIL,PASS,PASS,PASS
TXN00016959,PASS,FAIL,PASS,PASS,PASS
TXN00016639,FAIL,PASS,PASS,PASS,PASS
TXN00028800,PASS,PASS,FAIL,PASS,PASS
TXN00009084,PASS,FAIL,PASS,PASS,PASS
TXN00035111,PASS,FAIL,PASS,PASS,PASS
TXN00043363,PASS,PASS,FAIL,PASS,PASS
TXN00028911,PASS,FAIL,PASS,PASS,PASS
TXN00019332,PASS,PASS,FAIL,PASS,PASS
TXN00001664,PASS,PASS,FAIL,PASS,PASS
TXN00025512,FAIL,PASS,PASS,PASS,PASS
TXN00013661,PASS,FAIL,PASS,PASS,PASS
TXN00015396,PASS,PASS,FAIL,PASS,PASS
TXN00025939,PASS,PASS,FAIL,PASS,PASS
TXN00019247,PASS,PASS,FAIL,PASS,PASS
TXN00003322,PASS,PASS,FAIL,PASS,PASS
TXN00039145,PASS,FAIL,PASS,PASS,PASS
TXN00014451,PASS,FAIL,PASS,PASS,PASS
TXN00032776,PASS,FAIL,PASS,PASS,PASS
TXN00022867,PASS,PASS,FAIL,PASS,PASS
TXN00042345,PASS,FAIL,FAIL,PASS,PASS
TXN00044739,PASS,PASS,FAIL,PASS,PASS
TXN00015368,PASS,FAIL,PASS,PASS,PASS
TXN00027865,PASS,PASS,FAIL,PASS,PASS
TXN00032055,PASS,PASS,FAIL,PASS,PASS
TXN00035541,PASS,FAIL,PASS,PASS,PASS
TXN00036458,PASS,FAIL,PASS,PASS,PASS
TXN00048618,PASS,FAIL,PASS,PASS,PASS
TXN00006379,PASS,FAIL,PASS,PASS,PASS
TXN00011923,PASS,PASS,FAIL,PASS,PASS
TXN00006440,PASS,FAIL,PASS,PASS,PASS
TXN00019076,PASS,FAIL,PASS,PASS,PASS
TXN00002528,PASS,FAIL,PASS,PASS,PASS
TXN00032723,PASS,FAIL,PASS,PASS,PASS
TXN00008231,PASS,FAIL,PASS,PASS,PASS
TXN00001492,PASS,PASS,FAIL,PASS,PASS
TXN00003363,FAIL,PASS,PASS,PASS,PASS
TXN00008539,PASS,FAIL,PASS,PASS,PASS
TXN00009746,PASS,PASS,FAIL,PASS,PASS
TXN00047037,PASS,FAIL,PASS,PASS,PASS
TXN00030659,PASS,FAIL,PASS,PASS,PASS
TXN00027269,PASS,PASS,FAIL,PASS,PASS
TXN00011626,PASS,FAIL,PASS,PASS,PASS
TXN00047359,PASS,PASS,FAIL,PASS,PASS
TXN00046487,FAIL,PASS,PASS,PASS,PASS
TXN00019752,PASS,PASS,FAIL,PASS,PASS
TXN00033631,PASS,PASS,FAIL,PASS,PASS
TXN00015579,PASS,FAIL,PASS,PASS,PASS
TXN00010047,PASS,FAIL,PASS,PASS,PASS
TXN00012840,PASS,PASS,FAIL,PASS,PASS
TXN00025593,PASS,FAIL,PASS,PASS,PASS
TXN00012285,PASS,FAIL,PASS,PASS,PASS
TXN00046895,FAIL,PASS,PASS,PASS,PASS
TXN00013409,PASS,PASS,FAIL,PASS,PASS
TXN00017052,PASS,FAIL,PASS,PASS,PASS
TXN00008096,PASS,PASS,FAIL,PASS,PASS
TXN00050281,PASS,PASS,FAIL,PASS,PASS
TXN00043564,PASS,FAIL,PASS,PASS,PASS
TXN00044999,PASS,PASS,FAIL,PASS,PASS
TXN00004865,FAIL,PASS,PASS,PASS,PASS
TXN00022388,PASS,PASS,FAIL,PASS,PASS
TXN00001633,PASS,PASS,FAIL,PASS,PASS
TXN00019243,FAIL,PASS,PASS,PASS,PASS
TXN00014446,PASS,PASS,FAIL,PASS,PASS
TXN00045533,PASS,PASS,FAIL,PASS,PASS
TXN00014455,PASS,FAIL,PASS,PASS,PASS
TXN00009446,PASS,FAIL,PASS,PASS,PASS
TXN00004648,PASS,PASS,FAIL,PASS,PASS
TXN00042549,PASS,PASS,FAIL,PASS,PASS
TXN00044560,PASS,PASS,FAIL,PASS,PASS
TXN00021648,PASS,PASS,FAIL,PASS,PASS
TXN00039498,PASS,FAIL,PASS,PASS,PASS
TXN00008621,PASS,PASS,FAIL,PASS,PASS
TXN00044156,PASS,PASS,FAIL,PASS,PASS
TXN00026409,PASS,PASS,FAIL,PASS,PASS
TXN00038761,PASS,PASS,FAIL,PASS,PASS
TXN00047371,PASS,PASS,FAIL,PASS,PASS
TXN00005264,PASS,PASS,FAIL,PASS,PASS
TXN00042041,FAIL,PASS,PASS,PASS,PASS
TXN00035322,PASS,FAIL,PASS,PASS,PASS
TXN00006728,PASS,FAIL,PASS,PASS,PASS
TXN00040880,PASS,PASS,FAIL,PASS,PASS
TXN00003667,PASS,FAIL,PASS,PASS,PASS
